text,label
Are blood clots to blame for COVID-19 deaths?,0
WHO and UNICEF warn of a decline in vaccinations during COVID-19,0
"U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal.",1
"President Donald Trump tweeted, ÒCoronavirus vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions",1
“Due to the large number of people who will refuse the forthcoming COVID-19 vaccine because it will include tracking microchips the Gates Foundation is now spending billions to ensure that all medical and dental injections and procedures include the chips.”,1
Texas and Florida have a “balanced budget” while California is “in debt $54 billion and New York is “in debt $6.1 billion.”,1
Initial lack of evidence for human-to-human COVID-19 transmission unusual.,1
"WHO lists two COVID-19 tests for emergency use""",0
Is coronavirus airborne? COVID-19 transmission,0
Investigating and responding to COVID-19 cases in non-healthcare work settings,0
Resources to support people experiencing homelessness,0
Will the COVID-19 Virus Become Endemic?,0
Testing for Coronavirus (COVID-19) in Nursing Homes,0
NIH delivering new COVID-19 testing technologies to meet U.S. demand,0
"Seven in 10 Americans Willing to Get COVID-19 Vaccine, Survey Finds",0
Screening and Triage at Intake,0
Social Media Toolkit: Prevent Getting Sick,0
Group Screening Could Help COVID-19 Test Shortages,0
Children will be separated from parents for coronavirus treatment.,1
AI Might Spot At-Risk COVID-19 Patients,0
How CDC Determines the Level of a Country’s COVID-19 Travel Health Notice,0
‘Self-Care’ Urged for Women Caregivers Amid Pandemic,0
How the pandemic is affecting mental health in diverse US,0
Oxford University Develops 5-Minute COVID-19 Test,0
Early Voting Starts in States with COVID-19 Surges,0
"Guidance on Cardiac Implications of COVID-19 (ACC, 2020)",0
Hydrogels are part of the genome-modifying COVID-19 mRNA vaccines’ delivery system and will connect you to the internet,1
"Eating disorders and COVID-19: Triggers, coping, and support",0
Colleges  Universities and Higher Learning,0
Coronavirus Outbreak in China Traced to Snakes,0
Rural America Could Be the Region Hardest Hit by the COVID-19 Outbreak,0
COVID-19 Parental Resources Kit – Childhood,0
Helicopters Are Spraying Disinfectants To Try To Eradicate Coronavirus.,1
Handwashing,0
How COVID-19 Outbreaks in Prisons Are Making the Pandemic Worse for Everyone,0
Estimating COVID-19 Spread by Looking at Past Trends of Influenza-Like Illnesses,0
"Coronavirus Daily Digest: March 26, 2020",0
Interim Guidance for Reopening Employers with Vulnerable Workers,0
One Big Reason Women May Be Less Prone to COVID-19,0
COVID-19 May Cause Decrease in Life Expectancy This Year,0
Cuomo Says NYC Indoor Dining Can Resume Sept. 30,0
Surgeon General: This Week Is ‘Our Pearl Harbor',0
"Cloth masks cannot block smoke particles which are larger than viruses, so masks cannot stop the spread of the virus",1
"WHO calls for urgent, aggressive actions to combat COVID-19, as cases soar in South-East Asia Region""",0
FDA Warning Issued About Hand Sanitizer Packaging,0
"As Services Resume, Our Hospitals Remain Safe: A Message from Cleveland Clinic CEO, President Tom Mihaljevic, M.D.",0
Calling 1-800-382-5277 or 1-800-746-6373 gives Americans information on their coronavirus stimulus checks.,1
Fox News won Pulitzer for coronavirus coverage.,1
"Stella Immanuel claims that the drug combination of hydroxychloroquine, zinc and azithromycin is a cure and preventative for COVID-19 and that people don’t need to wear masks or practice physical distancing in a Breitbart video featuring a group called America’s Frontline Doctors.",1
Social Distancing Decreased Pediatric Respiratory Tract Infections in Finland,0
"AHA Guidance for CPR, Emergency CV Care Amid COVID-19",0
What In-home Social Service Providers and Clients Need to Know about COVID-19,0
Clorox and Cleveland Clinic Partner to Address Public Health Needs Posed by COVID-19,0
COVID-19 and the surge in anti-Asian hate crimes,0
"Strengthening accountability to end TB""",0
COVID-19 workers get training to protect their own health,0
COVID-19 shows weak points in global food system,0
56% of pregnant women in hospital for COVID-19 black,0
Which Specialties Are at Highest Risk for Contracting COVID-19?,0
North Carolina Òhospital beds are typically 85% full across the state.Ó,1
“While California is dying … Gavin (Newsom) is vacationing in Stevensville MT!”,1
Changing Age Distribution of the COVID-19 Pandemic - United States,0
Inexpensive Steroid May Help Treat Sickest COVID-19 Patients: What We Know,0
High-rise buildings have become human incinerators to combat the spread of the coronavirus.,1
Says Democrats are on vacation until May 4 and Òrefuse to come backÓ to sign a bill to help small businesses.,1
Defining Paths to Possible Mother to Child Coronavirus Transmission,0
"Coronavirus Daily Digest: March 20, 2020",0
Shipping Container of Medical Gloves Stolen in FL,0
Childhood Vaccination Rates Drop During Pandemic,0
Community Mitigation,0
How does the new coronavirus affect our pets?,0
Why Some People Feel Guilty After Testing Positive for COVID-19,0
African Americans Know More COVID-19 Victims,0
"If You’re Pregnant, Here’s What to Know About the Coronavirus",0
COVID-19 Resources for Tribes,0
"Race/Ethnicity, Underlying Medical Conditions, Homelessness, and Hospitalization Status of Adult Patients with COVID-19 at an Urban Safety-Net Medical Center - Boston, Massachusetts, 2020",0
"Neuropilin-1 Drives SARS-CoV-2 Infectivity, Finds Breakthrough Study",0
"Ask an Expert: An Epidemiologist Answers Our Questions About the Coronavirus, Quarantines, and Face Masks",0
"COVID-19: Linking loss of smell, depression, and anxiety",0
"India is suing Microsoft founder Bill Gates because of his vaccine against coronavirus that killed 77,000 girls.",1
A meme shared thousands of times on Facebook claims people can suffer from reduced oxygen to their blood and brain possibly leading to death if they wear a disposable mask for too long.,1
Why COVID-19 Cases in Europe Are Surging Back to March Levels — What This Means for the U.S.,0
Task of Tracing Trump's Contacts Widens,0
How does weather affect COVID-19?,0
The novel coronavirus is not new.,1
New study warns of COVID-19 impact on cardiovascular health,0
COVID-19 disrupting mental health services in most countries,0
COVID-19: What T1 Diabetes Patients Need to Know,0
Temperature Checks Alone Aren’t Effective in Stopping COVID-19 Spread,0
If You Are Sick,0
UK Scientists Test Ibuprofen as COVID-19 Treatment,0
Evolution of Pandemic Coronavirus Outlines Path from Animals to Humans,0
Video shows President Donald Trump saying COVID-19 is the DemocratsÕ Ònew hoax.Ó,1
What Transit Maintenance Workers Need to Know About COVID-19,0
Evaluation for SARS-CoV-2 Testing in Animals,0
Privacy Concerns Hindering Digital Contact Tracing,0
Infographic: Basic do’s and don’ts for employees to prevent workplace violence,0
"First UN solidarity flight departs Addis Ababa carrying vital COVID-19 medical supplies to all African nations""",0
"Coronavirus Daily Digest: March 27, 2020",0
Testing demand keeps CDC lab fellow on the go,0
Alleged US case of SARS-CoV-2 reinfection raises questions,0
Meat and Poultry Processing Workers and Employers,0
How close is a COVID-19 vaccine? Prof. Martin Bachmann on stopping a pandemic,0
“President Trump just announced that the ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak Hussein Obama in 2015 to the tune of $3800000 American dollars!”,1
CDC Seroprevalence Survey Types,0
"COVID-19 Can Be Transmitted in the Womb, Reports Pediatric Infectious Disease Journal",0
"European Commission supports WHO’s COVID19 response across Eastern Europe and the Caucasus""",0
New COVID-19 Breast Cancer Treatment Guidelines,0
Grief and Loss,0
"COVID-19 antigen test could give quick results, but is not",0
"COVID-19 Deaths Top 300,000 Worldwide",0
IBD and COVID-19: Risks and advice,0
Barack Obama “is the first ex-president to ever speak against his successor.”,1
"Digital technology for COVID-19 response""",0
Evidence shows the WHO director-general overstated COVID-19 fatality rate,1
The WHO coronavirus test Òwas a bad test.Ó,1
How Even One Social Gathering Can Quickly Spread COVID-19,0
NIH study aims to identify promising COVID-19 treatments for larger clinical trials,0
Remdesivir prevents MERS coronavirus disease in monkeys,0
The World Faces an Air Pollution 'Pandemic',0
Texas Gov. Pauses Economic Reopening,0
Video claiming you canÕt catch coronavirus.,1
Stroke Drug Could Help COVID-19 Patients,0
Cellphone Data Can Help Track Pandemic Spread,0
NCHS Mortality Surveillance Data,0
"Flu Taking a Toll, Pediatric Deaths Hit 17-Year High",0
How Home Healthcare Workers Are Navigating the COVID-19 Outbreak,0
Why are COVID-19 death rates so hard to calculate? Experts weigh in,0
"ÒThe coronavirus is the common cold, folks.Ó",1
Air pollution decreased in China during initial response to,0
"Obesity Tied to Severe COVID-19, But Age Matters",0
"Study: For Top Safety, Wash Homemade Face Masks",0
Outbreaks Traced to 3 Utah Child Care Centers,0
Social media posts shared thousands of times in the United States contain multiple false or misleading claims about face masks used to stop the spread of COVID-19,1
Can You Catch COVID-19 Through Your Eyes?,0
Sweden Sticks With Controversial COVID-19 Approach,0
Why the Heart Attack Death Rate Has Doubled During COVID-19,0
South Carolina Teacher Dies From COVID-19,0
"Chlorine dioxide kits sold online under various ÒMMSÓ names Ñ Miracle Mineral Solution, Miracle Mineral Supplement, Master Mineral Solution Ñ will cure the coronavirus.",1
Graphics and Images,0
COVID-19: Symptoms and when to see a doctor,0
Feds Release Plan to Distribute COVID-19 Vaccine,0
Ventilator or Hospice? COVID-19 Strains Care System,0
"After Battling Flint Water Crisis, Doc Faces COVID Fight",0
Here’s What Happens to the Body After Contracting the Coronavirus,0
The mayor Of Buffalo told people to evacuate due to the coronavirus outbreak.,1
Will COVID Sideline the College Football Season?,0
32 States Have Issued Stay-at-Home Orders,0
"Pence, Harris Address COVID, Health Care, Abortion",0
COVID-19 and arthritis: Risks and precautions,0
The WHO offered the testing kits that they have available and to give it to us now. We refused them. We did not want to buy them.Ó,1
Race,0
COVID-19 May Cause Severe Heart Condition in Kids,0
COVID-19: Saliva Tests Could Detect Silent Carriers,0
What material is best for homemade masks?,0
Coronavirus is found in crab legs.,1
COMMENTARY: Reflections From the Bench During the COVID-19 Crisis,0
A COVID-19 Vaccine by January? Here’s Why It’s Possible But Not Likely,0
When Is It Safe to Be Around Someone Who’s Recovered from COVID-19?,0
"Understanding How COVID-19 Affects Children Vital to Slowing Pandemic, Doctors Say",0
COVID-19 Symptoms Usually Show Up in This Order,0
Wildfire Smoke and COVID-19: Frequently Asked Questions and Resources for Air Resource Advisors and Other Environmental Health Professionals,0
CBS aired wrong video footage of a coronavirus hospital.,1
One Third of Outpatients With COVID-19 Are Unwell Weeks Later,0
Appendices,0
How the Coronavirus Spreads Indoors and What Can Be Done About It,0
Fauci Named in Time's Most Influential People List,0
"Six ways home-based cardiac rehab keeps patients safe, healthy during COVID-19",0
"COVID-19 Testing Numbers Drop, Cause Concern",0
What If COVID Vaccine Arrives and Many Say No?,0
Investigating a COVID-19 Case,0
Losing Your Sense of Smell May Be an Early Symptom of COVID-19,0
Frequent Worship Attendance Can Raise COVID Risk,0
ÒSpecial military helicopters will spray pesticide against the coronavirus in the skies all over the country.Ó,1
Trials and Tribulations: Neurology Research During COVID-19,0
Operational Considerations for Personal Protective Equipment in the Context of Global Supply Shortages for Coronavirus Disease 2019 (COVID-19) Pandemic: non-US Healthcare Settings,0
The common cold is the only type of coronavirus.,1
Clorox and Cleveland Clinic Release Guide to Help People Stay Safer at Home During COVID-19,0
How humidity may affect COVID-19 outcome,0
"Yes, the Government and Your Employer Can Make You Get a COVID-19 Vaccine",0
"“Over three months after receiving CARES Act relief funds from the state, the county has still not made those dollars available to help struggling Mid-Missourians.”",0
People should ignore guidelines to wear masks especially since the government doesn’t advise mask wearing for tuberulosis.,1
COVID-19 Racing Through Nursing Homes: What Families Can Do,0
Factors to Consider When Planning to Purchase Respirators from Another Country,0
"Estimated Community Seroprevalence of SARS-CoV-2 Antibodies - Two Georgia Counties, April 28-May 3, 2020",0
The novel coronavirus is not a new virus.,1
COVID-19 Employer Information for Transit Maintenance Workers,0
KY Reports Record-High Weekly COVID-19 Cases,0
More Resources about COVID-19,0
Can COVID-19 Damage Your Heart? Here’s What We Know,0
"ÒMan visited Albany, N.Y., days before dying from coronavirus.Ó",1
Patients Getting Surprise Bills After Colonoscopies,0
Children May Be Silent Carriers of COVID-19,0
"Hydroxychloroquine Does Not Counter SARS-CoV-2 in Hamsters, High Dose of Favipiravir Does: Study",0
"Flu shots pros and cons: Benefits, risks, and safety",0
NIH to assess and expand COVID-19 testing for underserved communities,0
Managing the COVID-19 infodemic: Promoting healthy behaviours and mitigating the harm from misinformation and disinformation,0
"2 in 5 schools around the world lacked basic handwashing facilities prior to COVID-19 pandemic — UNICEF, WHO",0
Operational Considerations for the Identification of Healthcare Workers and Inpatients with Suspected COVID-19 in non-US Healthcare Settings,0
Says thereÕs an 800 number you can call to track the status of your stimulus check.,1
Tuberculosis cases and deaths predicted to spike due to COVID-19,0
Additional COVID-19 Guidance for Caregivers of People Living with Dementia in Community Settings,0
Interim Guidance for Businesses and Employers Responding to Coronavirus Disease 2019 (COVID-19) May 2020,0
Trump Won’t Socially Distance Himself From Pence,0
"WHO and Rakuten Viber fight COVID-19 misinformation with interactive chatbot""",0
1st U.S. COVID-19 Reinfection Reported in Nevada Patient,0
Says researchers found a “fabric that kills coronaviruses”,0
Has COVID-19 Peaked in the U.S.? Here’s What We Know,0
Dating During the Pandemic: Online and Restless,0
Birx: Social Distancing Will Last Through Summer,0
COVID-19: How the world is coping with restrictive measures,0
Positive Coronavirus Tests Shut Down Two NFL Teams,0
Is SARS-CoV-2 more dangerous because it reduces specific,0
"Many Metrics to Measure COVID-19, Which Are Best?",0
Attending Sporting Events,0
Mosquitoes can spread COVID-19 “from person to person.”,1
COVID-19 Staffing Guidance for State Tribal Local and Territorial Health Departments,0
Synthetic antibody could prevent and treat COVID-19,0
Mayo Clinic COVID-19 skill for Amazon’s Alexa now available in Canada,0
Immune System Variation Can Predict Severe COVID-19 Outcomes,0
Video from China shows people fleeing from coronavirus quarantine.,1
"After Developing CRISPR Test, Researchers Validate Clinical Feasibility for COVID-19 Testing",0
Researchers Develop New Mouse Model for SARS-CoV-2,0
Shortages of Antidepressant Zoloft Reported in the Midst of COVID-19 Pandemic,0
"Social media posts shared tens of thousands of times claim White House adviser Dr. Anthony Fauci stands alone in insisting hydroxychloroquineÕs effectiveness against COVID-19 is unproven, while Italy, France, Spain and Brazil say it Òworks.Ó",1
SARS-CoV-2: Study confirms previous incubation period estimates,0
Journalist claims a coronavirus patient was murdered.,1
Novel Test Method Detects Coronavirus in Highly Diluted Gargle Samples,0
Alexandria Ocasio-Cortez tweeted “It’s vital that Governors maintain restrictions on businesses until after the November Elections because economic recovery will help Trump be re-elected. A few business closures or job losses is a small price to pay to be free from his presidency. #KeepUsClosed.”,1
President Trump urged people to ingest or inject disinfectants as a treatment for coronavirus.,1
People Who Vape May Face Higher Health Risks with COVID-19,0
“Two-thirds of Americans disapprove of Donald Trump not wearing a face mask in public.”,0
COVID Prevention May Mean Record Low Flu Rates,0
Stomach Ills May Signal COVID-19 in Kids,0
"Blood Thinners, Blood Pressure Meds May Improve COVID-19 Survival Rate",0
Smoking may protect against COVID-19; scientists believe nicotine might protect against coronavirus.,1
"Yes, US shipped donated personal protective equipment to China in February""",0
The video shows the FBI seizing coronavirus-infected face masks sent from China.,1
says Chicago nurse looking after COVID-19 patients,0
People Who Wear COVID-19 Masks Touch Their Faces Less — That’s a Good Thing,0
Scientists discover unique mutation of new coronavirus,0
Cleveland Clinic Launches Campaign for Northeast Ohio Community to Help in COVID-19 Response,0
Facebook user Chase Michael Morris predicted coronavirus pandemic.,1
A photo shows Proud Boys member Rob Cantrall at a recent Michigan protest.,1
Top German virologist JŸrgen Rissland recommended drinking whiskey to combat COVID-19.,1
CDC Coronavirus Testing Decision To Haunt Nation,0
Risk for In-Hospital Complications Associated with COVID-19 and Influenza - Veterans Health Administration,0
Two Members of Congress Diagnosed With Coronavirus,0
UNGA Virtual high-level side event on mitigating the impact of COVID-19,0
Italian Authorities Cite Heartening Statistics,0
First U.S. Dog With COVID-19 Has Died,0
COVID-19 Researchers Face a Monkey Shortage,0
Study Confirms It’s Possible to Catch COVID Twice,0
Strategies for Optimizing the Supply of Eye Protection,0
NBA to Use High-Tech Rings to Help Detect COVID-19,0
People Who Live in a Nursing Home or Long-Term Care Facility,0
People with Diabetes May Have Higher Risk for COVID-19: Here’s What to Do,0
Another existing drug shows promise against COVID-19,0
COVID-19: Nasal vaccine shows promise in mouse study,0
"ÓIf you line up all the countries that have done (Covid-19) testing on a per-capita basis, weÕre [the US] at the bottom of the list.Ó",1
"Ensuring continuity of TB services during the COVID-19 pandemic""",0
Plasma Therapy Helps Critically Ill COVID Patients,0
"Social Distancing, Quarantine, and Isolation""",0
Metastatic Cancer Linked to Worse Outcomes of COVID-19,0
Study: Face Shields Not a Good Mask Substitute,0
Nervous About Returning to Work? COVID Precautions,0
COVID-19 Can Attack the Heart in Addition to the Lungs,0
Reducing Stigma,0
Screening Clients for COVID-19 at Homeless Shelters or Encampments,0
KY Positive Test Results in Ankle Monitor Order,0
WHO Says COVID-19 Is Accelerating,0
Gargling water with salt or vinegar ÒeliminatesÓ the coronavirus.,1
Researchers Identify Proteins That Prevent COVID-19 Transmission Through the Placenta,0
"Flu Season 2019: Cases Top 5 Million, Infections May Increase Over the Holidays",0
CDC Director Tries to Clarify Testing Guidance,0
"WHO, UN Foundation and partners launch first-of-its-kind COVID-19 Solidarity Response Fund""",0
How Long Can the Novel Coronavirus Live on a Surface? Temperature and Light Make a Big Difference,0
Birx Says Midwest Coronavirus Surge is Developing,0
NYU Med School Offers Early Graduation for Help With COVID-19,0
A card claiming to exempt the holder from wearing a face mask in public the real deal sanctioned by the government.,1
"Oral Antibiotics Work, Shorten Hospital Stays for IV Drug Users With Infections",0
"After COVID, When Can Young Athletes Resume Play?",0
"Commemorating Smallpox Eradication – a legacy of hope, for COVID-19 and other diseases",0
"COVID-19 Daily: First Vaccine Data, Antibody Test Issues",0
"National Syndromic Surveillance Program (NSSP): Emergency Department Visits Percentage of Visits for COVID-19-Like Illness (CLI) or Influenza-like Illness (ILI) September 29, 2019 - April 4, 2020 Data as of April 9, 2020""",0
Doctor Visits and Getting Medicines,0
"Chloroquine, Zinc Tested to Block COVID Infection",0
"Are stay-at-home orders 'laws,' as Jay Inslee said?""",0
Drinking a bleach solution will prevent you from getting the coronavirus.,1
Vitamin C can ÒstopÓ the new coronavirus.,1
How Many People in the United States Actually Have COVID-19?,0
Long COVID: Specialists lay groundwork for diagnosis and,0
Returning to Exercise After Recovering from COVID-19: What to Know,0
Australia’s COVIDSafe app tracks users’ locations.,1
COVID-19 and Psychosis: Is There a Link?,0
Link takes viewers to application for FEMA assistance in the US.,1
Could a common antioxidant enzyme help treat COVID-19?,0
"'Summer is not going to make this go away,' study concludes",0
U.S. Infections Likely 10 Times Higher,0
Psoriasis Meds Don't Raise Risk of Severe COVID-19,0
"‘False Negatives’ in COVID-19 Testing: If You Have Symptoms, Assume You Have the Disease",0
Evaluating and Reporting Persons Under Investigation (PUI),0
Florida Students Bring COVID Back from Spring Break,0
Decoy Receptor Neutralizes Coronavirus in Cell Cultures,0
"ÒThis lady here applied sanitizer to her hands/forearms and went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.Ó",1
Can COVID-19 Spread Through Fecal Matter?,0
VA Health System Swamped by Coronavirus Patients,0
"Santa Clara County, California Community Mitigation",0
"Evaluation of the Effectiveness of Surveillance and Containment Measures for the First 100 Patients with COVID-19 in Singapore — January 2–February 29, 2020""",0
Investigative Criteria for Suspected Cases of SARS-CoV-2 Reinfection (ICR),0
COVID-19 Making Heart Attack Patients Stay Home,0
Sick Parents and Caregivers,0
COVID-19 and asthma: Risks and precautions,0
Life in the 'Cabin': Two Months Fighting COVID-19 in Wuhan,0
Scientists Identify the Order of COVID-19's Symptoms,0
SARS-CoV-2 Exposure and Infection Among Health Care Personnel - Minnesota,0
Hospitals Face Cash Crunch in 60-90 Days Due to COVID-19: Report,0
States Are Learning What Happens to COVID-19 Cases If You Reopen Too Early,0
COVID-19 and COPD: Risks and precautions,0
Interim Guidance for Implementing Home Care of People Not Requiring Hospitalization for Coronavirus Disease 2019 (COVID-19),0
Is Shock Therapy Returning for Bipolar Disorder?,0
"Updated WHO Information Note: Ensuring continuity of TB services during the COVID-19 pandemic""",0
"Coordinated Strategy to Accelerate COVID-19 Vaccine Candidates Is Key, Experts Say",0
What Experts Think About Reopening Schools,0
Bipolar and COVID-19: Tips on management and how to cope,0
What Rail Transit Operators Need to Know about COVID-19,0
"Average American has less than two-tenths of one percent chance of getting coronavirus, and thus public health officials overreacted to the pandemic.",1
Considerations for Providing Hemodialysis to Patients with Suspected or Confirmed COVID-19 in Acute Care Settings,0
Is higher COVID-19 mortality in Black adults linked to essential,0
The photo shows a letter purportedly from the California Department of Social Services that mandates coronavirus testing for participants of state assistance programs and warns that children may be removed from the household if someone tests positive.,1
Advisory Group Outlines COVID-19 Vaccine Priority,0
New China Report Sets COVID-19 Death Rate at 1.4%,0
Limited Reopenings at Many National Parks,0
Median incubation period for COVID-19,0
New Test Will Give COVID-19 Results in 45 Minutes,0
Sign Language Interpreters Required at WH Briefings,0
CDC Says Some People Can Get Back to Work: Here’s What the Experts Think,0
Duration of Isolation and Precautions for Adults with COVID-19,0
"WHO, Saudi Arabia join forces to fight COVID-19 in the Eastern Mediterranean Region and beyond""",0
Households Living in Close Quarters,0
Burning sensation in lungs: Causes and treatments,0
The Forgotten Science Behind Face Masks,0
Health Equity,0
Combination Drug Treatments for COVID-19 Show Promise in Cell Culture Tests,0
"Antiviral Drug Can Speed Up Recovery of COVID-19 Patients, Study Shows",0
Optimizing Supply of PPE and Other Equipment during Shortages,0
Frequently Asked Questions about Coronavirus Disease 2019 (COVID-19),0
"COVID-19 Should Be Treated as an Acute Inflammatory Disease, Scientist Suggests",0
Discontinuation of Home Isolation for Persons with COVID-19 (Interim Guidance),0
Nasal Vaccine Against COVID-19 Prevents Infection in Mice,0
Topics for Contact Tracers,0
Clues to COVID-19 Coronavirus's Vulnerability Emerge from an Antibody Against SARS,0
Boost for global response to COVID-19 as economies worldwide formally sign up to COVAX facility,0
Thousands of doctors say hydroxychloroquine cures coronavirus.,1
Investigating and responding to COVID-19 cases in non-healthcare work settings,0
Claim that Rep. Alexandria Ocasio-Cortez tweeted that U.S. governors should extend COVID-19 restrictions on businesses “until after the November Elections.”,1
5 Simple Tips to Help Manage Social Anxiety After Leaving Lockdown,0
Pre-COVID Life May Not Return Until 2022,0
Symptom-Based Strategy to Discontinue Isolation for Persons with COVID-19,0
"Studies on Hydroxychloroquine Retracted, Early Evidence Lacking",0
Why Your Employer May Not Have to Tell You If a Co-Worker Has COVID-19,0
"Misinformation, Disagreement Hinder COVID Messaging",0
Obesity Ups Severe COVID-19 Risk in Young Patients,0
Fauci Says Normal Life a 'Year or So' Away,0
Is It Safe to Go Out to Eat?,0
COMMENTARY: AMSA President: COVID-19 Shouldn't Sideline Med Students,0
"ÒIÕve always known this is a real, this is a pandemic. IÕve felt it was a pandemic long before it was called a pandemic.Ó",1
Cleaning And Disinfecting Your Home,0
“The CDC has recommended mail in voting. That’s what this whole pandemic is about: the election!”.,1
Targeted Wastewater Surveillance at Facilities,0
"Coronavirus Daily Digest: April 9, 2020",0
Doctors Worry About COVID's Effects on Hispanics,0
Meat Shortage Forces Some Wendy’s Menu Changes,0
"“There have been five randomized controlled, placebo controlled trials that do not show any benefit to hydroxychloroquine.”",0
"What to Know About PMIS, the COVID-19-Linked Syndrome Affecting Children",0
Got Questions About Social Distancing? These Experts Have Answers,0
CDC recommends men shave their beards to be protected against the new coronavirus.,1
"In Recovering COVID-19 Patients, Antibodies Fade Quickly",0
Coordinator Says COVID Testing Times Must Improve,0
ÒFlorida hospital reports a coronavirus ÔinfestationÕ with multiple confirmed patients.Ó,1
Is the anti-flu drug Avigan effective in treating COVID-19?,0
What Life Is Like Waiting for an Organ Transplant During the COVID-19 Pandemic,0
"Cardiac Injury Common in COVID-19, Predicts Mortality",0
Pandemic Causing Havoc for Kids With ADHD,0
"Global Appeal to MI, Stroke Patients to Seek Care Amid Pandemic",0
Childcare Programs,0
FDA Issues Warning About Hydroxychloroquine Over Heart Issues,0
COVID-19 mass vaccine in Senegal that began in West Africa killed the first seven children who received it.,1
Test for Current Infection,0
"Elisa Granato, the first volunteer in the first Europe human trial of a COVID-19 vaccine, has died.",1
Protect Yourself When Using Transportation,0
Curbing Some TV Ads Might Reduce Childhood Obesity,0
Operational Considerations for Infection Prevention and Control in Outpatient Facilities: non-U.S. Healthcare Settings,0
Living in Shared Housing,0
Coping with Stress,0
Biden Calls for National Mask Mandate,0
Young People Far From Immune to Coronavirus' Bite,0
3 Simple Ways to Stay Active While You’re Stuck at Home,0
COVID-19 ICU Patients Have High Risk of Clots,0
Sharks Could Be Harvested for COVID-19 Vaccine,0
"ÒThe coronavirus has made it to Mississippi and the lady that caught it wasnÕt around anybody with it, which means it is airborne. If the wind blows it in your direction, youÕll have it also.Ó",1
Record Numbers as U.S. Tops 3 Million COVID Cases,0
Fourth Late-Stage U.S. Vaccine Trial Starts,0
"For now, Texas among states with lowest coronavirus death rate""",0
CDC Media Telebriefing: Update on COVID-19,0
Methods to Inactivate and Safely Study SARS-CoV-2,0
Why Sweden’s COVID-19 Strategy Can’t Work in the U.S.,0
How Reopenings Are Raising Fears Among People with Compromised Immune Systems,0
List comparing diseases with coronavirus.,1
Best Ways to Help Kids Through the Pandemic,0
"Can hydroxychloroquine treat COVID-19? Findings, research",0
Supermarkets are recalling coronavirus-infected toilet paper.,1
Permanent Nerve Damage for Some COVID-19 Survivors,0
Hope against COVID-19: Drug cuts deaths by a third and other,0
Transmission Dynamics by Age Group in COVID-19 Hotspot Counties - United States,0
"Did FDA regulations slow testing for the coronavirus?""",0
Young people “have a greater chance of being killed by the HPV vaccine than COVID-19.”,1
Mayo hospitals again receive ‘A’ grades for patient safety,0
"ÒNow, theyÕre doing tests on airlines Ñ very strong tests Ñ for getting on, getting off. TheyÕre doing tests on trains Ñ getting on, getting off.Ó",1
What to Know About a Long Recovery Period After Surviving COVID-19,0
People on steroids for chronic illness may be more at risk of COVID-19,0
How a Chat App Can Help Relieve Loneliness During the COVID-19 Outbreak,0
Popular COVID-19 videos on YouTube misinform the public,0
A photo shows Gov. Gretchen Whitmer “on Mackinaw Island today ignoring mask and social distancing rules.”,1
TrumpÕs claim that ObamaÕs handling of the 2009 swine flu pandemic was a disaster.,1
Thrombosis expert on COVID-19: 'I've never seen such sticky,0
Trump: “Medically we had empty cupboards. The cupboards — I say the cupboards were empty.”,1
Markets: Operational considerations for COVID-19 mitigation measures in low resource settings,0
What Tests for COVID-19 Antibodies Can and Can’t Tell Us About the Disease,0
Wearing a face mask to slow the spread of COVID-19 could cause Legionnaires’ disease.,1
Whether countries with high rates of childhood vaccines were hit hardest by coronavirus.,1
"Physicians, scientists and physician-scientists connect dots between heart disease, potential for worse COVID-19 outcomes",0
"COVID-19 Daily: Ground Zero Hospital, PPE Fights",0
Coronavirus does not cause a runny nose; is killed by temperatures above 26 degrees; causes lung fibrosis within days of infection; can be diagnosed by holding your breath for 10 seconds; and can be cured in the early stages by drinking plenty of water.,1
COVID-19 Serology Surveillance Strategy,0
Largest Study to Date Links Glucose Control to COVID-19 Outcomes,0
"Spouses Share a Lot, Including Heart Health: Study",0
Training for Healthcare Professionals,0
Vulnerable Groups Weigh Risks as Country Reopens,0
Lab-Made Virus Mimics COVID-19 Virus,0
Did Donald Trump attempt to steal a COVID-19 vaccine from a German company and refuse testing kits from WHO?,1
Trump Details Machine to Decontaminate N95 Masks,0
IOC joins forces with WHO and the United Nations to fight COVID-19,0
U.S. Army Opens Field Hospital in New York City,0
COVID-19 Serology Surveillance,0
Why It’ll Still Take More Than a Year to Develop a COVID-19 Vaccine,0
Considerations for Monitoring and Evaluation of Mitigation Strategies Implemented in Institutions of Higher Education,0
"Managing Newborns of Mothers With COVID-19: Clinical Practice Guidelines (AAP, 2020)",0
As COVID-19 Shutters Practices Virtual Doc-Patient Activity Soars,0
"Coronavirus Daily Digest: April 8, 2020",0
NIH begins study to quantify undetected cases of coronavirus infection,0
Bloggers say Nancy Pelosi delayed coronavirus funding so ÒDems could campaign on it.Ó,1
ÒThereÕs magically already a vaccine available.Ó,1
You can monitor yourself for COVID-19 with a breath test.,1
