title,label
One Year Commemoration of the High-Level Meeting on UHC,0
Malaria and COVID-19: country perspectives,0
COVID-19 disrupting mental health services in most countries,0
WHO welcomes a contribution of US$ 90 million from The Kingdom of Saudi Arabia to support its COVID-19 global response,0
EARLY RELEASE: Transmission of SARS-COV-2 Infections in Households - Tennessee and Wisconsin,0
COVID-19 Science Update released: October 30,0
Sick Parents and Caregivers,0
COVID-19 Employer Information for Transit Maintenance Workers,0
SARS-CoV-2 Exposure and Infection Among Health Care Personnel - Minnesota,0
COVID-19 Outbreak at an Overnight Summer School Retreat - Wisconsin,0
Trends in the Use of Telehealth During the Emergence of the COVID-19 Pandemic - United States,0
COVID-19 Outbreak Among a University's Men's and Women's Soccer Teams - Chicago,0
COVID-19 Mitigation Behaviors by Age Group - United States,0
COVID-19-Associated Hospitalizations Among Health Care Personnel - COVID-NET,0
Adoption of Strategies to Mitigate Transmission of COVID-19 During a Statewide Primary Election - Delaware,0
COVID-19 Employer Information for Public Health Inspectors,0
COVID-19 Employer Information for Banks,0
COVID-19 Employer Information for Nail Salons,0
Test for Past Infection,0
Implementation of Mitigation Strategies for Communities with Local COVID-19 Transmission,0
Deciding to Go Out,0
How to Wash Masks,0
Living in Shared Housing,0
How COVID-19 Spreads,0
Common Investigation Protocol for Investigating Suspected SARS-CoV-2 Reinfection,0
Investigative Criteria for Suspected Cases of SARS-CoV-2 Reinfection (ICR),0
COVID-19 Science Update released: October 27,0
Reinfection of the Virus that Causes COVID-19,0
“Excess Death” Data Point to Pandemic’s True Toll,0
COVID-19 Employer Information for Utility Workers,0
Novel COVID-19 survey takes nation’s social,0
Flowchart for management of HCWs with exposure to a person with COVID-19,0
CDC Media Telebriefing Transcript on Operation Warp Speed,0
COVID-19 Science Update released: October 23,0
Targeted Wastewater Surveillance at Facilities,0
Guide to Global Digital Tools for COVID-19 Response,0
Interim Guidance for Use of Pooling Procedures in SARS-CoV-2 Diagnostic,0
Rapid Adaptation of HIV Treatment Programs in Response to COVID-19 - Namibia,0
First 100 Persons with COVID-19 - Zambia,0
Mitigating a COVID-19 Outbreak Among Major League Baseball Players - United States,0
Association Between Social Vulnerability and a County's Risk for Becoming a COVID-19 Hotspot - United States,0
Risk for In-Hospital Complications Associated with COVID-19 and Influenza - Veterans Health Administration,0
Excess Deaths Associated with COVID-19,0
Race,0
Toolkit for Reducing the Spread of COVID-19 During Elections,0
Case Investigation and Contact Tracing in Non-healthcare Workplaces: Information for Employers,0
Early Release: COVID-19 in a Correctional Facility Employee Following Multiple Brief Exposures to Persons with COVID-19 - Vermont,0
For COVID-19 Clues,0
Considerations for Monitoring and Evaluation of Mitigation Strategies Implemented in Institutions of Higher Education,0
Contact Tracing Workflow in a non-US setting,0
COVID-19 Employer Information for Paratransit Operators,0
What Paratransit Operators Need to Know about COVID-19,0
Prioritizing non-healthcare worksite assessments for Coronavirus Disease 2019 (COVID-19),0
Contact Tracing: Frequently Asked Questions,0
SARS-CoV-2 Testing Strategy: Considerations for Non-Healthcare Workplaces,0
Investigating and responding to COVID-19 cases in non-healthcare work settings,0
Overview of Testing for SARS-CoV-2 (COVID-19),0
Appendices,0
Key Information to Collect During a Case Interview,0
Identify Strategies to Reduce Spread of COVID-19,0
Test for Current Infection,0
HHS Secretary Alex Azar and CDC Director Dr. Robert R. Redfield to give update on COVID-19 response,0
COVID-19 Science Update released: October 20,0
COVID-19 Employer Information for Hotels,0
Duration of Isolation and Precautions for Adults with COVID-19,0
Interim Considerations for Health Departments for SARS-CoV-2 Testing in Homeless Shelters and Encampments,0
Implementing Filtering Facepiece Respirator (FFR) Reuse,0
Frequently Asked Questions: Right of Reference to the CDC Influenza SARS-CoV-2 (Flu SC2) Performance Data for Manufacturers and Test Developers,0
COVID-19 Science Update released: October 16,0
COVID-19 Case Investigation and Contact Tracing in Non-Healthcare Workplaces,0
Interim Guidance for Implementing Home Care of People Not Requiring Hospitalization for Coronavirus Disease 2019 (COVID-19),0
Information for Laboratories about Coronavirus (COVID-19),0
An Outbreak of COVID-19 Associated with a Recreational Hockey Game - Florida,0
Demographic Characteristics,0
Factors Influencing Risk for COVID-19 Exposure Among Young Adults Aged 18-23 Years - Winnebago County,0
Transmission Dynamics by Age Group in COVID-19 Hotspot Counties - United States,0
Sharing and Shifting Tasks to Maintain Essential Healthcare During COVID-19 in Low Resource,0
Previous U.S. COVID-19 Case Data,0
COVID-19 Science Update released: October 13,0
Elastomeric Respirators: Strategies During Conventional and Surge Demand Situations,0
COVID-19 Science Update released: October 9,0
Trick or Treating and Other Halloween Activities,0
Wildfire Smoke and COVID-19: Frequently Asked Questions and Resources for Air Resource Advisors and Other Environmental Health Professionals,0
Clinical Care Guidance for Healthcare Professionals about Coronavirus (COVID-19),0
Guidance and Tips for Tribal Community Living During COVID-19,0
Strategies for Optimizing the Supply of Isolation Gowns,0
Characteristics Associated with Adults Remembering to Wash Hands in Multiple Situations Before and During the COVID-19 Pandemic - United States,0
Trends in COVID-19 Incidence After Implementation of Mitigation Measures - Arizona,0
Adolescent with COVID-19 as the Source of an Outbreak at a 3-Week Family Gathering - Four States,0
Case Series of Multisystem Inflammatory Syndrome in Adults Associated with SARS-CoV-2 Infection - United Kingdom and United States,0
Why COVID-19 Will Hit “Marjorie” Harder,0
CDC’s Interim Guidance for General Population Disaster Shelters During the COVID-19 Pandemic,0
COVID-19 Science Update released: October 6,0
COVID-19 Forecasting: Background Information,0
CDC Updates “How COVID is Spread” Webpage,0
Scientific Brief: SARS-CoV-2 and Potential Airborne Transmission,0
Research Use Only CDC Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay Real-Time RT-PCR Primers and Probes,0
COVID-19 Science Update released: October 2,0
Large-scale Geographic Seroprevalence Surveys,0
Recent Increase in COVID-19 Cases Reported Among Adults Aged 18-22 Years - United States,0
Multiple COVID-19 Clusters on a University Campus - North Carolina,0
COVID-19 Trends Among School-Aged Children - United States,0
Changing Age Distribution of the COVID-19 Pandemic - United States,0
Cruise Ship No Sail Order Extended Through October 31,0
Interim Guidance for Case Investigation and Contact Tracing in Institutions of Higher Education (IHEs),0
Cruise Ship Crew Member Disembarkations,0
COVID-19 Science Update released: September 29,0
COVID-19 Science Update released: September 25,0
Disparities in COVID-19 Incidence,0
Update: Characteristics of Health Care Personnel with COVID-19 - United States,0
COVID-19 Contact Tracing in Two Counties - North Carolina,0
SARS-CoV-2 Infection Among Hospitalized Pregnant Women: Reasons for Admission and Pregnancy Characteristics - Eight U.S. Health Care Centers,0
Characteristics and Maternal and Birth Outcomes of Hospitalized Pregnant Women with Laboratory-Confirmed COVID-19 - COVID-NET,0
Administration Announces $200 million from CDC to Jurisdictions for COVID-19 Vaccine Preparedness,0
COVID-19 Science Update released: September 22,0
CDC COVID Data Tracker Update,0
Dispatches from the Data Jungle of COVID-19,0
Guidance for Reopening Buildings After Prolonged Shutdown or Reduced Operation,0
Health Departments,0
Monitoring and Evaluation Checklist for K-12 Schools,0
COVID-19 Science Update released: September 18,0
Considerations for Outdoor Learning Gardens and Community Gardens,0
Decreased Influenza Activity During the COVID-19 Pandemic - United States,0
Association Between CMS Quality Ratings and COVID-19 Outbreaks in Nursing Homes - West Virginia,0
Preventing COVID-19 Outbreaks in Long-term Care Facilities Through Preemptive Testing of Residents and Staff Members - Fulton County,0
Serial Testing for SARS-CoV-2 and Virus Whole Genome Sequencing Inform Infection Risk at Two Skilled Nursing Facilities with COVID-19 Outbreaks - Minnesota,0
SARS-CoV-2-Associated Deaths Among Persons Aged <21 Years - United States,0
Transmission Dynamics of COVID-19 Outbreaks Associated with Child Care Facilities - Salt Lake City,0
At-Home Scavenger Hunt,0
Considerations for Outdoor Farmers Markets,0
Help Stop the Spread of COVID-19 in Children,0
Keep Children Healthy during the COVID-19 Outbreak,0
Infographic: Basic do’s and don’ts for employees to prevent workplace violence,0
COVID-19 Partner Update Call - Women,0
Engaging Community Health Workers to Support Home-based care for people with COVID-19 in low-resource settings,0
Emergency Shelters in Disaster Response in Global,0
Frequently Asked Questions: Calculating Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) RT-PCR Laboratory Test Percent Positivity,0
N95 and Other Respirators,0
Technical Assistance Note,0
COVID-19 Parental Resources Kit – Childhood,0
Ten Clinical Tips on COVID-19 for Healthcare Providers Involved in Patient Care,0
Homelessness and COVID-19 FAQs,0
CDC Releases Indicators for Dynamic School Decision-Making,0
Indicators for Dynamic School Decision-Making,0
COVID-19 Science Update released: September 15,0
What is Telemedicine in a non-US Setting,0
Clinical Mitigation (Non-US Settings),0
Management of Visitors to Healthcare Facilities in the Context of COVID-19: Non-US Healthcare Settings,0
Travelers Prohibited from Entry to the United States,0
COVID-19 Science Update released: September 11,0
People Who Live in a Nursing Home or Long-Term Care Facility,0
People Who Are at Increased Risk for Severe Illness,0
Doctor Visits and Getting Medicines,0
Additional COVID-19 Guidance for Caregivers of People Living with Dementia in Community Settings,0
Households Living in Close Quarters,0
Implementing Safety Practices for Critical Infrastructure Workers Who May Have Had Exposure to a Person with Suspected or Confirmed COVID-19,0
People with Disabilities,0
Community and Close Contact Exposures Associated with COVID-19 Among Symptomatic Adults ≥18 Years in 11 Outpatient Health Care Facilities - United States,0
Prevalence of Underlying Medical Conditions Among Selected Essential Critical Infrastructure Workers - Behavioral Risk Factor Surveillance System,0
Delay or Avoidance of Medical Care Because of COVID-19-Related Concerns - United States,0
How are COVID-19 Burials Different from Ebola burials,0
Operational Considerations for Community Isolation Centers for COVID-19 in Low-Resource Settings,0
COVID-19 Pandemic Planning Scenarios,0
What to Do if Your Pet Tests Positive for the Virus that Causes COVID-19,0
Guidance for Institutions of Higher Education with Students Participating in International Travel or Study Abroad Programs,0
Attending Sporting Events,0
Make a Handwashing Solution For Use in Global,0
Markets: Operational considerations for COVID-19 mitigation measures in low resource settings,0
COVID-19 Science Update released: September 8,0
COVID-19 Science Update released: September 4,0
Hydroxychloroquine and Chloroquine Prescribing Patterns by Provider Specialty Following Initial Reports of Potential Benefit for COVID-19 Treatment - United States,0
Timing of State and Territorial COVID-19 Stay-at-Home Orders and Changes in Population Movement - United States,0
Seroprevalence of SARS-CoV-2 Among Frontline Health Care Personnel in a Multistate Hospital Network --- 13 Academic Medical Centers,0
Preventing and Mitigating SARS-CoV-2 Transmission - Four Overnight Camps,0
Calculating Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Laboratory Test Percent Positivity: CDC Methods and Considerations for Comparisons and Interpretation,0
Worker Safety and Support,0
COVID-19 Science Update released: September 1,0
What to do if a Student Becomes Sick at School or Reports a New COVID-19 Diagnosis Flowchart,0
How to Make 0.1% Chlorine Solution to Disinfect Surfaces in Healthcare Settings,0
Limiting Workplace Violence Associated with COVID-19 Prevention Policies in Retail and Services Businesses,0
"Says Dan Forest has “missed almost half of the Board of Education meetings during the pandemic.""",0
"Says the “The Rio Grande Valley is 4.7% of the entire state population, but it represents 17% of the (coronavirus) deaths of our state.""",0
"Georgia has “almost 100,000 more (COVID-19) cases, almost twice as many deaths and almost 600 more nursing home deaths than North Carolina.”",0
“Wisconsin Republicans have not passed a single bill in 6 months.”,0
“(Republicans) have the power to overturn the (state of emergency) order by joint resolution and they refuse to do it.”,0
"“Over three months after receiving CARES Act relief funds from the state, the county has still not made those dollars available to help struggling Mid-Missourians.”",0
What We Can Learn from the Resurgence of COVID-19 in Spain,0
Why Approving a COVID-19 Vaccine Too Early Could Cause More Harm Than Good,0
"Not Sure You Have COVID-19? Here Are the Symptoms for Coronavirus, Flu, and Allergies",0
Flu Study Highlights Difficulty of Achieving COVID-19 'Herd Immunity',0
Resign or Return? The Dilemma Facing Classroom Teachers in Our COVID-19 Era,0
FDA Approves $5 COVID-19 Test That Gives Results in 15 Minutes,0
Staying 6 Feet Apart Often Isn’t Enough During COVID-19 Pandemic,0
"Despite New Safety Guidelines, Experts Say Movie Theaters Are High-Risk",0
"Yes, You Can Get COVID-19 Again: What to Know",0
"Blood Thinners, Blood Pressure Meds May Improve COVID-19 Survival Rate",0
Fast Isn’t Always Better: What to Know About Rise of Rapid Coronavirus Testing,0
"CDC Changes COVID-19 Testing Guidelines, Worrying Experts",0
What to Do When You Clash with Your Kid’s Grandparents About COVID-19,0
How to Safely Sanitize Every Type of Face Mask,0
Suicidal Ideation Is Increasing During COVID-19: How Best to Cope,0
‘Secondary Victims’: Families of People Who Died from COVID-19 Talk About Their Anguish,0
COVID-19 Survivors Are Losing Their Hair — Here’s Why,0
Why Shrinking Your Social Bubble May Be Necessary Right Now,0
What You Need to Know If You Plan to Fly on an Airplane During COVID-19,0
Peaches Suspected in Salmonella Outbreak in 9 States: What to Know,0
Is It Too Early to Get the Flu Vaccine?,0
Here’s Why Seasonal Flu Vaccines Only Last a Few Months,0
Woman Who Spoke at DNC Convention Talks to Healthline About Her Father’s COVID-19 Death,0
New COVID-19 Saliva Tests Now Available: Are They the Breakthrough We Need?,0
COVID-19 Symptoms Usually Show Up in This Order,0
How a Housing Crisis Could Make COVID-19 Even Worse,0
"Can the New Coronavirus Be Transmitted by Frozen Foods? Unlikely, Experts Say",0
How a Biden-Harris Administration Would Handle the COVID-19 Pandemic Differently,0
Psychologist Talks to Healthline About Mental Strain of COVID-19,0
"Dr. Anthony Fauci Talks to Healthline About COVID-19 Vaccines, School Safety",0
Cooking at Home More During COVID-19? What to Know About Food Safety,0
Can Secondhand Smoke Transmit the Novel Coronavirus?,0
NYC COVID-19 Deaths During Peak Rivaled 1918 Flu Fatalities,0
COVID-19 Racing Through Nursing Homes: What Families Can Do,0
"Neck Gaiters Are Stylish, But How Effective Are They in Stopping COVID-19 Spread?",0
Pregnancy Plans Being Put on Hold During the COVID-19 Pandemic,0
Raising a Newborn When Your Office Is an ER,0
People Caring for Grandchildren Face High Risks During COVID-19 Pandemic,0
A Physician on the Front Lines Talks About Treating Patients and Getting COVID-19,0
What’s the Risk of Attending a Public Gathering in Your County? New COVID-19 Tracker Can Help,0
How Obesity and Other Conditions Could Hinder the Effectiveness of a COVID-19 Vaccine,0
Kids’ Vaccination Rates Have Plummeted — Here’s What That Means for the Fall,0
Michelle Obama Talks ‘Low-Grade Depression’ During the Pandemic,0
Russia Claims They Have a COVID-19 Vaccine: Why You Should Be Skeptical,0
Why the Heart Attack Death Rate Has Doubled During COVID-19,0
How Much Will You Pay for a COVID-19 Vaccine? Here’s What We Know,0
Animal Laboratories Being Used to Process COVID-19 Tests in an Effort to Speed Up Results,0
How Schools Can Easily Become ‘Superspreaders’ of COVID-19,0
How Telemedicine Can Help People Access Birth Control During the Pandemic,0
Here’s What Happened the Last Time We Had a Vaccine During a Pandemic,0
People Without Symptoms Carry Just as Much of the Coronavirus as Symptomatic People,0
Here’s What We Know About the Demographic Makeup of the COVID-19 Vaccine Trials,0
"For Homemade Face Masks, 3 Layers Are Better Than 1",0
Are Massages and Acupuncture Treatments Safe During COVID-19?,0
There’s More Evidence That Black Americans Face High Risks from COVID-19,0
Europe Sees Rise in COVID-19 After Reopening,0
How People at Higher Risk from COVID-19 Can Enjoy Summer Safely,0
How Lockdowns Have Helped Improve Some Mother-Daughter Relationships,0
Do You Need to Wear Goggles to Stay Safe from COVID-19?,0
What You Can Do If There’s a Shortage of Disinfectants in Your Area,0
Restarting Professional Sports Is Putting Players at Risk and Sending the Wrong Message to the Public,0
How the Coronavirus Spreads Indoors and What Can Be Done About It,0
Why Most People Will Have to Wait Months to Get a COVID-19 Vaccine After It’s Available,0
The Simple Science Behind Why Masks Work,0
From Toddlers to Teens: How to Talk to Kids About Wearing Masks,0
People Who Wear COVID-19 Masks Touch Their Faces Less — That’s a Good Thing,0
Why Herman Cain’s Death Hasn’t Changed People’s Perspective on COVID-19,0
Dr. Anthony Fauci Talks COVID-19 Vaccine and School Openings,0
How Pooled Testing Can Help Us Fight Spread of COVID-19,0
Rural America Could Be the Region Hardest Hit by the COVID-19 Outbreak,0
COVID-19 Is Likely to Be the Third-Leading Cause of Death in the U.S. This Year,0
The Safe and Unsafe Ways People Are Worshipping During COVID-19,0
"Yes, the Government and Your Employer Can Make You Get a COVID-19 Vaccine",0
COVID-19 Damaged Heart of Elite Athlete: What Does That Mean for the Rest of Us?,0
How Screen Time May Be Contributing to Dry Eye During the Pandemic,0
Researchers ID 6 COVID-19 Symptom Sets: How That Will Help High-Risk Patients,0
How and When Children Should Return to Sports During COVID-19,0
Many Early Vaccine Trials Show Promise. Most Still Fail. Here’s Why,0
COVID-19 Survivors Share How to Recover During Pandemic,0
Medical Experts Say We Need a Second Shutdown to Control COVID-19,0
New Research Finds Kids Just as Likely as Adults to Spread COVID-19,0
"Estrogen and COVID-19: How Pregnancy, Birth Control Can Increase Risk of Blood Clots",0
Many COVID-19 Patients Will Need Rehab Long After Infection Is Over,0
Experts Say It’s Safe to Breastfeed During the COVID-19 Pandemic,0
You Probably Can’t Get COVID-19 Twice: The Latest on Antibodies,0
FDA Expands List of Hand Sanitizers That Contain Toxic Methanol,0
Walgreens to Open Doctor Offices: What This Means for Your Healthcare Services,0
COVID-19: How California Went from Model State to Hot Spot,0
"Lip Reading, Facial Expressions: How Masks Make Life Harder for People with Hearing Difficulties",0
What Parents Should Know About the CDC’s Guidelines for Reopening Schools,0
Extensive Study Determines Vaccines Are ‘Remarkably Safe’,0
There’s a Difference Between Quarantine and Isolation: What You Should Know,0
I Tested Negative for COVID-19 — It Took 13 Days to Get the Results,0
‘Doomscrolling’ During COVID-19: What It Does to You and How You Can Avoid It,0
How COVID-19 Outbreaks in Prisons Are Making the Pandemic Worse for Everyone,0
Can You Have a Second Wave of COVID-19 If the First Never Ended?,0
How Businesses Requiring Masks Protects Workers and You from COVID-19,0
Could Florida’s COVID-19 Surge Get Even Worse? Here’s What Experts Think,0
Back on the Front Line: Some Doctors Face COVID-19 a Second Time,0
Why Reopening Schools Isn’t as Easy as Reopening Walmart,0
Want to Sign Up for a COVID-19 Vaccine Trial? Here’s What to Know,0
You Now Have to Wait More Than a Week for COVID-19 Test Results — And Why It May Get Worse,0
"If 50% of People Take These 3 Simple Steps, We Might Be Able to Stop the Spread of COVID-19",0
Why the Pandemic Is Probably Messing with Your Sense of Time,0
3 More COVID-19 Vaccines Move Toward Final Stage of Testing,0
How New York City Got Control of COVID-19 — and Where It Goes from Here,0
When Is It Safe to Be Around Someone Who’s Recovered from COVID-19?,0
"Antiseptic From the 1950s May Be Effective in Fighting Coronavirus, Flu, HPV",0
Rare Heart Condition Linked to Stress May Be Increasing During COVID-19 Pandemic,0
COVID-19 Antibodies May Fade Quickly. What this Means for Herd Immunity,0
COVID-19 Mortality Is Going Down in ICUs — What This Means for the Pandemic,0
What Life Is Like for a Florida ER Physician During the COVID-19 Pandemic,0
"Cases, Deaths, Hospitalizations: How to Make Sense of COVID-19 Stats",0
Fauci Warns About ‘Post-Viral’ Syndrome After COVID-19,0
"Yes, We’re Still in the First Wave of COVID-19. Here Are the Facts",0
COVID-19 Outcomes No Worse for Those Living with HIV,0
Why We May Run into PPE Shortages Again,0
What It’s Like to Have a ‘Mild’ Case of COVID-19,0
Smoking Puts 1 in 3 Young Adults at High Risk for Severe COVID-19,0
It’s Too Early to Know If Moderna’s COVID-19 Vaccine Will Work After Initial Tests,0
Hospitals Put to Test as COVID-19 Strains ICUs,0
Here’s What It Will Take to Normalize Wearing Masks in America,0
"We’re Nowhere Near Herd Immunity with COVID-19, Experts Say",0
CDC Expands List of Those with Higher COVID-19 Risks: What to Know,0
Natural Disasters Won’t Stop Just Because There’s a Pandemic: How We Can Be Prepared,0
How a Mask Fits Can Be as Important as What It’s Made Of,0
What Experts Think About Reopening Schools,0
What to Expect If a COVID-19 Contact Tracer Calls You,0
Here’s What to Know About the COVID-19 Mortality Rate as Cases Climb,0
This New COVID-19 Tracker Can Help You Better Understand Your Local Risk,0
What a Lack of COVID-19 Testing Means for Children and Reopening Schools,0
"COVID-19 Linked to Major Neurological Conditions Including Stroke, Brain Swelling",0
Lysol Disinfectant Approved for Use Against COVID-19: Here’s What Else Can Work,0
Even Asymptomatic People Can Spread COVID-19 Within a Room,0
U.S. May Be Headed for a ‘Full-Blown’ COVID-19 Outbreak: How to Prepare,0
Why the Black Lives Matter Protests Didn’t Contribute to the COVID-19 Surge,0
How Accurate Are COVID-19 Diagnostic and Antibody Tests?,0
"She Had a Stroke, Then the Pandemic Hit. Here’s How She Fought to Recover",0
How to Create Your ‘Social Bubble’ and Interact Safely This Summer,0
Why You Might Want to Think Twice Before Making Your Own Hand Sanitizer,0
How to Tell If the Hand Sanitizer You’re Buying Is Safe and Actually Works,0
On the COVID-19 Front Line: What It’s Like in Hospitals in Texas and Arizona Now,0
Why Hanging Out at a Bar During the Pandemic Is a Terrible Idea,0
How to Enjoy the Fourth of July Weekend Amid the COVID-19 Resurgence,0
Feds Warn That Face Mask ‘Exemption’ Cards Are Fake,0
"COVID-19 Vaccines Are Moving Fast, but Will Americans Agree to Get Them?",0
Nasal Vaccine Against COVID-19 Prevents Infection in Mice,0
Inconsistencies in Data Presentation Could Harm Efforts Against COVID-19,0
Coronavirus SARS-CoV-2 Spreads More Indoors at Low Humidity,0
COVID-19: How South Korea Prevailed While the United States Failed,0
"Low-Cost, Accurate COVID-19 Antibody Detection Platform",0
"Airborne Viruses Can Spread on Dust, Non-Respiratory Particles",0
Social Distancing Decreased Pediatric Respiratory Tract Infections in Finland,0
Scientists Identify the Order of COVID-19's Symptoms,0
Experimental COVID-19 Vaccine Prevents Severe Disease in Mice,0
"Bouncing, Sticking, Exploding Viruses: Understanding the Surface Chemistry of SARS-CoV-2",0
"Masks, PPE Materials Should Be Hydrophilic",0
"COVID-19 Should Be Treated as an Acute Inflammatory Disease, Scientist Suggests",0
Taste Bud Cells Might Not Be a Target of SARS-CoV-2,0
Exposure to Common Cold Coronaviruses Can Teach the Immune System to Recognize SARS-CoV-2,0
The Six Strains of SARS-CoV-2,0
Immune System Variation Can Predict Severe COVID-19 Outcomes,0
Tracking Antibody Profiles for Influenza Exposures Across the Lifespan,0
Lab-Made Virus Mimics COVID-19 Virus,0
Vaccine Additives Can Enhance Immune Flexibility -- Implications for Flu and SARS-CoV-2,0
"Obesity and Metabolic Syndrome Are Risk Factors for Severe Influenza, COVID-19",0
Common FDA-Approved Drug May Effectively Neutralize Virus That Causes COVID-19,0
CT of Coronavirus Disease (COVID-19) Versus CT of Influenza Virus Pneumonia,0
Contracting COVID-19: Lifestyle and Social Connections May Play a Role,0
"About Half of Health Care Workers Positive for COVID-19 by Serology Have No Symptoms, Study Finds",0
Flu in Early Life Determines Our Susceptibility to Future Infections,0
Controlled Human Infection Models and SARS-CoV-2 Vaccine Development,0
Antibody Blockade Effective in Treatment of Severe COVID-19,0
Beating HIV and COVID-19 May Depend on Tweaking Vaccine Molecules,0
Antiviral Used to Treat Cat Coronavirus Also Works Against SARS-CoV-2,0
How Genetics Could Impact COVID-19 Treatments,0
Too Many COVID-19 Patients Get Unneeded 'Just in Case' Antibiotics,0
Treating COVID-19 Could Lead to Increased Antimicrobial Resistance,0
"Mother Transmitted COVID-19 to Baby During Pregnancy, Physicians Report",0
Researchers Show Children Are Silent Spreaders of Virus That Causes COVID-19,0
Mild COVID-19 Cases Can Produce Strong T Cell Response,0
Is COVID-19 Transmitted Through Breast Milk? Study Suggests Not Likely,0
Researchers Identify a Protein That May Help SARS-CoV-2 Spread Rapidly Through Cells,0
Pasteurization Inactivates COVID-19 Virus in Human Milk: New Research,0
Malaria Discovery Could Expedite Antiviral Treatment for COVID-19,0
"Mouthwashes Could Reduce the Risk of Coronavirus Transmission, Study Shows",0
COVID-19 Vaccine Shows Promise in Mouse Studies,0
Researchers Develop New Mouse Model for SARS-CoV-2,0
Decoy Receptor Neutralizes Coronavirus in Cell Cultures,0
Re-Engineering Antibodies for COVID-19,0
National Academies Publishes Guide to Help Public Officials Make Sense of COVID-19 Data,0
"Young Kids Could Spread COVID-19 as Much as Older Children and Adults, Study Suggests",0
Rapid Test for the Determination of Antibodies Against Sars-Cov-2,0
COVID-19 Research: Anti-Viral Strategy With Double Effect,0
Experimental COVID-19 Vaccine Protects Upper and Lower Airways in Nonhuman Primates,0
"Combating a Pandemic Is 500 Times More Expensive Than Preventing One, Research Suggests",0
Immunoprotein Impairs SARS-CoV-2,0
"Face Coverings Do Not Lead to False Sense of Security, Existing Evidence Suggests",0
Rapid COVID-19 Test Developed to Detect Neutralizing Antibodies With High Specificity and Sensitivity,0
Neutralizing Antibodies Isolated from COVID-19 Patients May Suppress Virus,0
Coronavirus Antibodies Fall Dramatically in First 3 Months After Mild Cases of COVID-19,0
"Benefits of Routine Childhood Vaccines Far Outweigh Risks of Additional COVID-19 Transmission in Africa, Study Suggests",0
Type 1 Interferon Deficiency: Biomarker of Patients at Risk of Severe COVID-19,0
Scientists Uncover SARS-CoV-2-Specific T Cell Immunity in Recovered COVID-19 and SARS Patients,0
COVID-19: Patients Improve After Immune-Suppressant Treatment,0
Novel Test Method Detects Coronavirus in Highly Diluted Gargle Samples,0
"COVID-19 Can Be Transmitted in the Womb, Reports Pediatric Infectious Disease Journal",0
Why Lopinavir and Hydroxychloroquine Do Not Work on COVID-19,0
New Study Supports Remdesivir as COVID-19 Treatment,0
Global Wildlife Surveillance Could Provide Early Warning for Next Pandemic,0
"Older, Critically Ill Patients With COVID-19 May Have Increased Risk of Bradycardia With Lopinavir and Ritonavir",0
Compounds Halt SARS-CoV-2 Replication by Targeting Key Viral Enzyme,0
Newer Variant of COVID-19-Causing Virus Dominates Global Infections,0
Blood Clots and Lung Injuries Found in Patients Who Have Died of COVID-19,0
Dilated Blood Vessels in the Lung May Explain Low Oxygen Levels in Severe Cases of COVID-19,0
Team Creates Better Tool to Aid COVID-19 Diagnosis,0
COVID-19: The Virus and the Vasculature,0
"Lung Ultrasound Shows Duration, Severity of Coronavirus Disease (COVID-19)",0
Phase 3 Clinical Testing in the US of AstraZeneca COVID-19 Vaccine Candidate Begins,0
People with intellectual and developmental disabilities disproportionately affected by COVID-19,0
NIH establishes Centers for Research in Emerging Infectious Diseases,0
Clinical trials of monoclonal antibodies to prevent COVID-19 now enrolling,0
NIH clinical trial testing remdesivir plus interferon beta-1a for COVID-19 treatment begins,0
"NIH harnesses AI for COVID-19 diagnosis, treatment, and monitoring",0
NIH-Moderna investigational COVID-19 vaccine shows promise in mouse studies,0
NIH clinical trial to test antibodies and other experimental therapeutics for mild and moderate COVID-19,0
NIH launches clinical trial to test antibody treatment in hospitalized COVID-19 patients,0
NIH delivering new COVID-19 testing technologies to meet U.S. demand,0
Experimental COVID-19 vaccine protects upper and lower airways in nonhuman primates,0
Phase 3 clinical trial of investigational vaccine for COVID-19 begins,0
NIH leadership details unprecedented initiative to ramp up testing technologies for COVID-19,0
"Experimental COVID-19 vaccine safe, generates immune response",0
Placenta lacks major molecules used by SARS-CoV-2 virus to cause infection,0
NIH launches clinical trials network to test COVID-19 vaccines and other prevention tools,0
NIH ACTIV vaccine working group weighs role of human challenge studies for SARS-CoV-2 vaccine development,0
Another existing drug shows promise against COVID-19,0
Scientists discover COVID-19 symptoms appear in a specific,0
5 new scientific advances that offer hope against COVID-19,0
Is SARS-CoV-2 more dangerous because it reduces specific,0
COVID-19 could directly affect the heart,0
Synthetic antibody could prevent and treat COVID-19,0
COVID-19: Over 80% of young people may show no symptoms,0
Even mild COVID-19 may produce long lasting immunity,0
Anxiety symptoms vs. COVID-19 (coronavirus) symptoms,0
How does weather affect COVID-19?,0
COVID-19: What can we learn from South Korea's response?,0
Scientists revise COVID-19 incubation period to 7.7 days,0
COVID-19 outbreak at a kids' summer camp may be stark,0
COVID-19 vaccine successfully protects macaques against virus,0
COVID-19: Modified protein may help 'speed up vaccine,0
COVID-19: Doctors round up evidence of damage outside the,0
